
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787716917525 ;SP ;BOTUCATU ;VITORIANA ;RODOVIA ALCIDES SOARES, N. 618, Apto 201, 02 PAVIMENTO BL 04 ;106.667,03;180.000,00;40.75;Apartamento, 80.90 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716917525
 8787717527780 ;SP ;BOTUCATU ;BOTUCATU ;RODOVIA ALCIDES SOARES, N. 618, Apto 403, 4º PAVIMENTO, BLOCO 09 ;100.741,08;170.000,00;40.75;Apartamento, 80.90 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717527780
 8444424622379 ;SP ;BOTUCATU ;JARDIM BOTUCATU (RUBIAO JUNIOR) ;RUA ANTONIO PUTTI, N. 48, QD 17 LT 08-D2 ;118.144,24;195.469,22;39.56;Casa, 72.00 de área total, 52.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424622379
 18614 ;SP ;BOTUCATU ;COLINAS DO PARAISO ;AVENIDA ADMINISTRADOR JOAQUIM DE CASTRO, LOTE 18, QUADRA B ;1.355.000,00;1.355.000,00;0.00;Casa, 0.00 de área total, 420.00 de área privativa, 402.62 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=18614
 8555515771077 ;SP ;BOTUCATU ;JARDIM MARIA LUIZA ;RUA JOSE LEMES, N. 70, LT 380 QD 18 ;205.000,00;205.000,00;0.00;Casa, 0.00 de área total, 82.75 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515771077
 8787705107276 ;SP ;BOTUCATU ;JARDIM PALOS VERDES ;ESTRADA MUNICIPAL DOS OYANS, N. 91, Apto 02, BL 12 TÉRREO ;195.000,00;195.000,00;0.00;Apartamento, 102.31 de área total, 49.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705107276
 1787700876010 ;SP ;BOTUCATU ;JARDIM PARAISO ;RUA DOUTOR JOSE BARBOSA DE BARROS, N. 1710, Apto 101, BL 06 VG 81 VM 08 ;189.831,50;172.615,30;0.00;Apartamento, 122.10 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700876010
 8787709858101 ;SP ;BOTUCATU ;PARQUE IMPERIAL ;AVENIDA NICOLA ZAPONI, N. 1427, Apto 404, BL 02 ;185.556,19;168.318,24;0.00;Apartamento, 95.50 de área total, 42.02 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709858101
 8787719907482 ;SP ;BOTUCATU ;VITORIANA ;RODOVIA ALCIDES SOARES - BTC-010, N. 618, Apto 101, BL 04 TÉRREO VG 112 ;192.957,94;170.000,00;0.00;Apartamento, 90.96 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719907482
 8787712002280 ;SP ;BOTUCATU ;VILA JULIANA ;AVENIDA ITALIA, N. 344, Apto 502, BL 05 ;166.122,82;145.000,00;0.00;Apartamento, 93.32 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712002280
 8787716167470 ;SP ;BOTUCATU ;BOTUCATU VERONICA (RUBIAO JUNIOR) ;RUA MARIA DO CARMO GALVAO DE SOUZA, N. 493, LT 04 QD D ;209.370,16;175.000,00;0.00;Casa, 43.85 de área total, 43.85 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716167470
 8787715659980 ;SP ;BOTUCATU ;BOTUCATU VERONICA (RUBIAO JUNIOR) ;RUA MARIANO NETTO ANDRINI, N. 553, LT06 ;210.203,45;175.000,00;0.00;Casa, 43.85 de área total, 43.85 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715659980
 8787717727851 ;SP ;BOTUCATU ;JARDIM REAL PARK ;RUA PEDRO PIMENTEL, N. 564, Apto 42, PAV 4 BL C T 22 ;207.389,55;170.000,00;0.00;Apartamento, 93.95 de área total, 41.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717727851
 10198051 ;SP ;BRAGANCA PAULISTA ;MATADOURO ;RUA DOUTOR FREITAS, N. 502 ;456.514,56;787.000,00;42.00;Casa, 0.00 de área total, 187.43 de área privativa, 100.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10198051
 1444418697712 ;SP ;BRAGANCA PAULISTA ;VILA TOTO BARBOSA ; RUA WENCESLAU BRAZ, N. 30, ;309.607,29;485.800,00;36.27;Casa, 185.12 de área total, 185.12 de área privativa, 258.40 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418697712
 1444402189577 ;SP ;BRAGANCA PAULISTA ;CONDOMINIO RESIDENCIAL CAMPOS DO CONDE ;RUA CORUJA, N. SN, LT 12 QD 02 ;280.000,00;280.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 472.98 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402189577
 8444427836035 ;SP ;BRAGANCA PAULISTA ;LOTEAMENTO BRAGANCA PAULISTA LOTES URBAN ;RUA CINCO, N. 270, Apto 24, PAV 1 BL 2 QD 18 ;209.700,00;209.700,00;0.00;Apartamento, 118.28 de área total, 45.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427836035
 8787717096185 ;SP ;BRODOWSKI ;RESIDENCIAL FORTALEZA ; RUA DEOCLIDES BELLONI, N. 168, QD 04, LT 23 ;114.838,57;190.000,00;39.56;Casa, 45.63 de área total, 45.63 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717096185
 8444414098936 ;SP ;CACAPAVA ;CAMPO GRANDE ;RUA DINO AMERICO DE SANTANNA, N. 120, ;97.185,51;164.000,00;40.75;Casa, 81.33 de área total, 68.00 de área privativa, 81.33 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414098936
 1444420065302 ;SP ;CACAPAVA ;RESIDENCIAL COLINAS ;RUA RIESLING, N. 131, LT 06, QD W ;855.077,59;1.341.689,00;36.27;Casa, 319.82 de área total, 319.82 de área privativa, 508.43 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420065302
 8444418164100 ;SP ;CACAPAVA ;JARDIM PANORAMA ;RUA ARTHUR BARROS PACHECO, N. 412, ;171.363,74;210.000,00;18.40;Casa, 0.00 de área total, 57.00 de área privativa, 175.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418164100
 8444420755765 ;SP ;CACAPAVA ;GRAMA ;RUA PASTOR JOSE DE SOUZA FILHO, N. 201, ;195.016,52;216.000,00;9.72;Casa, 0.00 de área total, 73.18 de área privativa, 250.88 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420755765
 1444414967154 ;SP ;CACAPAVA ;RESIDENCIAL COLINAS ;RUA CEREZA, N. 67, LT 6 QD E ;1.540.000,00;1.540.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414967154
 8444416176969 ;SP ;CACAPAVA ;JARDIM PANORAMA ;AVENIDA JOAO BATISTA LIMA PACHECO, N. 372, CS ASSOBRADADA - PARTE LT 09 QD 37 ;200.000,00;200.000,00;0.00;Casa, 64.74 de área total, 64.74 de área privativa, 69.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416176969
 8444415187533 ;SP ;CACAPAVA ;RESIDENCIAL ALDEIAS DA SERRA ;RUA AGENOR FERREIRA DOS SANTOS, N. 152, PARTE LT 01 QD L ;167.642,12;156.102,32;0.00;Casa, 0.00 de área total, 58.03 de área privativa, 150.15 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415187533
 8444431925667 ;SP ;CAFELANDIA ;PENA ;RUA NELSON FERNANDES, N. 677, LT A ;165.000,00;165.000,00;0.00;Casa, 58.01 de área total, 58.01 de área privativa, 132.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431925667
 8787708588712 ;SP ;CAJAMAR ;PORTAIS (POLVILHO) ;RUA DOS FLOX, N. 400, Apto 1303, TORRE 6, 13º PAV ;171.445,26;280.000,00;38.77;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708588712
 8555536495125 ;SP ;CAJAMAR ;PORTAIS (POLVILHO) ;RUA DAS PRIMULAS, N. 221, Apto 23, BLOCO A ;176.536,06;277.000,00;36.27;Apartamento, 96.18 de área total, 47.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536495125
 8787707001203 ;SP ;CAJAMAR ;PORTAIS (POLVILHO) ;RUA DOS FLOX, N. 400, Apto 101, TORRE 03 VG 296 ;152.279,39;229.000,00;33.51;Apartamento, 89.53 de área total, 42.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707001203
 8787704304175 ;SP ;CAJAMAR ;PORTAIS (POLVILHO) ;RUA DOS FLOX, N. 400, Apto 201, TR 1 VG 17 TM G ;266.000,00;266.000,00;0.00;Apartamento, 87.58 de área total, 42.80 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704304175
 8787706363608 ;SP ;CAJAMAR ;SANTA TEREZINHA (JORDANESIA) ;RODOVIA EDGARD MAXIMO ZAMBOTO KM41, N. SN, Apto 05, TR B VG 155 ;233.000,00;233.000,00;0.00;Apartamento, 72.82 de área total, 49.23 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706363608
 1444407439806 ;SP ;CAMPINAS ;RESIDENCIAL COSMOS ;RUA ANTONIO CARLOS DO AMARAL, N. 395, LT 02 QD J ;153.765,88;419.713,03;63.37;Casa, 0.00 de área total, 60.13 de área privativa, 126.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407439806
 8444415009090 ;SP ;CAMPINAS ;DIC I (CONJUNTO HABITACIONAL MONSENHOR L ;RUA CARLOS RENATO FREDERICO, N. 461, Apto 14, BL D ;80.765,55;147.000,00;45.06;Apartamento, 0.00 de área total, 43.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415009090
 8555535015367 ;SP ;CAMPINAS ;CIDADE SATELITE IRIS ;RUA ALVARO SILVEIRA LEITE, N. 43, Apto 1123, TORRE 1 VAGAS N 36/36A ;181.562,02;318.000,00;42.91;Apartamento, 0.00 de área total, 48.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535015367
 8444433829681 ;SP ;CAMPINAS ;CIDADE SATELITE IRIS ;AVENIDA JOSÉ PACHECO, N. 560, Apto 403, PAV 3 TR 5 ;71.654,14;125.000,00;42.68;Apartamento, 46.82 de área total, 42.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433829681
 8787711555366 ;SP ;CAMPINAS ;PARQUE UNIVERSITARIO DE VIRACOPOS ;AVENIDA CAMUCIM (ANTIGA RUA 8), N. 88, Apto 02, BLOCO B ;122.303,07;213.000,00;42.59;Apartamento, 0.00 de área total, 42.09 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711555366
 8444415206279 ;SP ;CAMPINAS ;PARQUE VALENCA I ;RUA WALDEMAR PADOVANI, N. 219, Apto 401, BLC 07 3ºANDAR ;107.710,06;185.000,00;41.78;Apartamento, 0.00 de área total, 46.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415206279
 1555518927690 ;SP ;CAMPINAS ;CAMBUI ;RUA ALECRINS, N. 914, Apto 1706, ;356.439,18;610.462,00;41.62;Sala, 0.00 de área total, 43.42 de área privativa, 0.00 de área do terreno, 1 sala(s), 1 lavabo(s), 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555518927690
 8444407617150 ;SP ;CAMPINAS ;JARDIM GARCIA ;AVENIDA TRANSAMAZONICA, N. 1623, Apto 41,  BL D CONDOMÍNIO ANTARES QD G-2 LT 1 ;96.516,12;164.500,00;41.33;Apartamento, 0.00 de área total, 41.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407617150
 8444412827469 ;SP ;CAMPINAS ;DIC IV (CONJUNTO HABITACIONAL LECH WALES ;RUA ANALIA FRANCO, N. 265, Apto 43, BL B ;97.982,93;167.000,00;41.33;Apartamento, 0.00 de área total, 47.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412827469
 8555521662241 ;SP ;CAMPINAS ;RESIDENCIAL COSMOS ;RUA JOSE HUMBERTO BRONCA, N. 100, Apto 15, TR B ;97.778,11;165.000,00;40.75;Apartamento, 59.57 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521662241
 8787707662994 ;SP ;CAMPINAS ;RESIDENCIAL MORADAS DO VALLE ;RUA DOROTI MARTINS FORTUNA, N. 156, Apto 22, BLOCO D HM BEM MORAR COND6 ;97.185,51;164.000,00;40.75;Apartamento, 103.71 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707662994
 8787707912095 ;SP ;CAMPINAS ;RESIDENCIAL MORADAS DO VALLE ;RUA 03, N. 70, Apto 24, BL D ;103.704,06;175.000,00;40.75;Apartamento, 48.06 de área total, 42.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707912095
 8787711844910 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ;RUA COMENDADOR JOSE CEZAR GAZI, N. 26, Apto 34, BL 07 ;94.815,14;160.000,00;40.75;Apartamento, 74.21 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711844910
 8787712005840 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ;RUA JULIANA MANTOVANELI, N. 26, Apto 41, BL 09 ;106.667,03;180.000,00;40.75;Apartamento, 74.21 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712005840
 8787713326925 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 34, TORRE 19 ;106.667,03;180.000,00;40.75;Apartamento, 39.12 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713326925
 8555538797110 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ;RUA VANIA APARECIDA DIAS, N. 299, Apto 04, BL 01 ;152.234,20;255.000,00;40.31;Apartamento, 87.20 de área total, 50.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538797110
 8787717539591 ;SP ;CAMPINAS ;JARDIM DAS CEREJEIRAS ;RUA CONEGO HAROLDO NIERO, N. 57, Apto 608, TORRE 01 ;223.800,00;373.000,00;40.00;Apartamento, 102.13 de área total, 45.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717539591
 8444429626291 ;SP ;CAMPINAS ;CONJUNTO RESIDENCIAL PARQUE SAO BENTO ;RUA BENEDITO MOREIRA LOPES, N. 674, LT 52 QD T ;137.201,86;227.000,00;39.56;Casa, 39.59 de área total, 39.59 de área privativa, 125.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429626291
 8555539840877 ;SP ;CAMPINAS ;JARDIM NOVO MARACANA ;RUA EDIS PEDRO DE OLIVEIRA, N. 309, Apto 14, BL B ;129.344,49;214.000,00;39.56;Apartamento, 52.17 de área total, 47.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539840877
 8555539842225 ;SP ;CAMPINAS ;JARDIM NOVO MARACANA ;RUA GERALDO SESSO JUNIOR, N. 170, Apto 13, BL A ;132.970,97;220.000,00;39.56;Apartamento, 52.18 de área total, 47.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539842225
 8787706568919 ;SP ;CAMPINAS ;LOTEAMENTO PARQUE DAS AGUAS ; RUA 02, N. 245, Apto 24, TORRE 3 ;112.420,91;186.000,00;39.56;Apartamento, 117.54 de área total, 44.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706568919
 8787707602983 ;SP ;CAMPINAS ;LOTEAMENTO RESIDENCIAL PARQUE DOS CANTOS ;RUA PROFESSOR MAURICIO FRANCISCO CEOLIN, N. 210, Apto 502, BLOCO 04 ;113.629,74;188.000,00;39.56;Apartamento, 83.97 de área total, 40.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707602983
 8787711613978 ;SP ;CAMPINAS ;PARQUE UNIVERSITARIO DE VIRACOPOS ; RUA TRÊS, N. 95, Apto 44, BL A ;120.882,70;200.000,00;39.56;Apartamento, 116.33 de área total, 51.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711613978
 8787713328812 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIM, N. 397, Apto 02, TORRE 19 ;111.139,55;183.880,00;39.56;Apartamento, 79.67 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713328812
 8787717107870 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 44, TORRE 15 ;129.948,90;215.000,00;39.56;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717107870
 8787717382870 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 33, T 10 ;114.838,57;190.000,00;39.56;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717382870
 8787717908660 ;SP ;CAMPINAS ;JARDIM ROSSIN ;RUA GERTRUDES MORO ROSSIN, N. 397, Apto 03, TR 07 ;117.256,22;194.000,00;39.56;Apartamento, 68.40 de área total, 39.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717908660
 8555539074414 ;SP ;CAMPINAS ;LOTEAMENTO RESIDENCIAL PARQUE DOS CANTOS ;RUA PROFESSOR MAURICIO FRANCISCO CEOLIN, N. 58, Apto 401, 4º PAVIMENTO, BLOCO 09 - ANTIGA RUA 3 ;162.260,69;265.000,00;38.77;Apartamento, 80.98 de área total, 40.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539074414
 8787704645827 ;SP ;CAMPINAS ;JARDIM SAMAMBAIA ;RUA VITOR MEIRELLES, N. 375, Apto 75, BL 01 ;199.611,27;326.000,00;38.77;Apartamento, 99.74 de área total, 49.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704645827
 8787705287967 ;SP ;CAMPINAS ;JARDIM DO LAGO CONTINUACAO ; R PROFESSORA AMALIA DE ARRUDA LEGENDRE MARTINI, N. 1115, Apto 156, TORRE A ;205.122,01;335.000,00;38.77;Apartamento, 102.49 de área total, 58.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705287967
