id_imovel;endereco;bairro;cidade;valor_minimo_leilao;desconto_percentual;investimento_total_6m;cenario_preco_venda;cenario_lucro_liquido;cenario_roi_percentual;score_geral;recomendacao;nivel_risco
 1555527956915 ;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, N. 12724, Apto 41, BL 07;SITIO AREIAO;SAO PAULO;139731.97;37.06;204102.53;254144.0;29573.91;14.49;61.91;ANALISAR_MELHOR;BAIXO
 1444418501125 ;AVENIDA PRESIDENTE KENNEDY, N. 14078, Apto 01,;SOLEMAR;PRAIA GRANDE;122617.29;46.5;187554.5;252994.5;42721.28;22.78;61.88;ANALISAR_MELHOR;BAIXO
 8444420917293 ;RUA MUCUREPE, N. 241, Apto 54, 3º PAV;VILA MATILDE;SAO PAULO;139715.22;41.05;203568.44;245157.0;22847.27;11.22;61.87;ANALISAR_MELHOR;BAIXO
 8787702695118 ;RUA BENTO SOARES MOTA, N. 65, Apto 61, BL 03;GUAIANAZES;SAO PAULO;117860.63;39.56;178366.48;217307.75;22017.38;12.34;61.87;ANALISAR_MELHOR;BAIXO
 8787710738211 ;RUA ENEAS CAMARGO, N. 388, Apto 28, BL 3;CHACARA MARIA TRINDADE;SAO PAULO;118465.05;39.56;179010.25;217151.0;21344.94;11.92;61.8;ANALISAR_MELHOR;BAIXO
 8444417414820 ;RUA CORONEL SILVA TELLES, N. 268, Apto 33,;PARQUE SAO VICENTE;SAO VICENTE;131801.91;43.68;191583.05;170358.75;-31445.82;-16.41;61.79;ANALISAR_MELHOR;BAIXO
 8787710383227 ;RUA ENEAS CAMARGO, N. 388, Apto 01, BL 04 TÉRREO;CHACARA MARIA TRINDADE;SAO PAULO;120000.0;40.0;180668.0;217151.0;19935.85;11.03;61.7;ANALISAR_MELHOR;BAIXO
 8444418053384 ;RUA SENADOR LUCIO BITTENCOURT, N. 370, Apto 22, LOT ESPLANADA DOS BARREIROS;ESPLANADA DOS BARREIROS;SAO VICENTE;106667.03;40.75;163044.72;146931.75;-24928.88;-15.29;61.68;ANALISAR_MELHOR;BAIXO
 8787707433669 ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 308, 3° PAVIMENTO;PARQUE DOM JOAO NERI;SAO PAULO;117860.63;39.56;178198.48;214381.75;19822.31;11.12;61.66;ANALISAR_MELHOR;BAIXO
 8787710737576 ;RUA ITAMBU, N. 118, Apto 46,  BL 02;VILA SANTOS;SAO PAULO;122091.53;39.56;183094.86;220077.0;20210.89;11.04;61.65;ANALISAR_MELHOR;BAIXO
 8787706586623 ;RUA KENKITI SHIMOMOTO, N. 1300, Apto 22, BL 01;JARDIM BOA VISTA (ZONA OESTE);SAO PAULO;114838.57;39.56;174685.66;210045.0;19343.14;11.07;61.65;ANALISAR_MELHOR;BAIXO
 8555539054340 ;RUA ADERVAL ALVES RODRIGUES, N. 260, Apto D011, TORRE D;PARQUE DOM JOAO NERI;SAO PAULO;144503.86;38.77;209181.17;252837.75;24213.36;11.58;61.64;ANALISAR_MELHOR;BAIXO
 8787706338328 ;RUA SAVERIO VALENTE, N. 635, Apto 81, BL 05;PARQUE NACOES UNIDAS;SAO PAULO;120882.7;39.56;181621.32;217151.0;19125.53;10.53;61.56;ANALISAR_MELHOR;BAIXO
 1444407829655 ;RUA SAO CAETANO DO SUL, N. 673, Apto 11, BL B;CONJUNTO HABITACIONAL BRIGADEIRO FARIA L;SAO PAULO;122737.54;37.06;183957.55;222950.75;21773.74;11.84;61.47;ANALISAR_MELHOR;BAIXO
 8444413560881 ;RUA CORONEL SILVA TELES, N. 244, Apto 21,;PARQUE SAO VICENTE;SAO VICENTE;145116.17;38.77;206981.3;186774.75;-31413.03;-15.18;61.46;ANALISAR_MELHOR;BAIXO
 8555536386334 ;RUA CUSTODIO PAIVA, N. 205, Apto 01, BL 07;DIST DE GUAIANASES;SAO PAULO;111816.5;39.56;170977.82;202312.0;16316.14;9.54;61.39;ANALISAR_MELHOR;BAIXO
 8787712580666 ;RUA NAZARE MENEZES, N. 727, Apto 227,;SANTO AMARO;SAO PAULO;125113.59;39.56;186358.68;220077.0;17436.64;9.36;61.36;ANALISAR_MELHOR;BAIXO
 8787711043519 ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 28, BL 05 SUBCOND 02;JARDIM GILDA MARIA;SAO PAULO;123300.35;39.56;184232.38;217151.0;16906.13;9.18;61.33;ANALISAR_MELHOR;BAIXO
 8787714251945 ;RUA FORTE DA RIBEIRA, N. 250, Apto 11, BL 04;PARQUE SAO LOURENCO;SAO PAULO;123904.77;39.56;184885.15;217151.0;16351.27;8.84;61.27;ANALISAR_MELHOR;BAIXO
 8787710959773 ;RUA ENEAS CAMARGO, N. 388, Apto 23, BL 04;CHACARA MARIA TRINDADE;SAO PAULO;119400.0;40.0;179612.0;210045.0;15155.75;8.44;61.25;ANALISAR_MELHOR;BAIXO
 8787712143126 ;AVENIDA CELSO GARCIA, N. 6011, Apto 1004, TORRE 03;TATUAPE;SAO PAULO;132970.97;39.56;192603.65;181046.25;-22420.17;-11.64;61.08;ANALISAR_MELHOR;BAIXO
 8787705017587 ;RUA LAGOA DE DENTRO, N. 170, Apto 146, TRB;VILA SILVIA;SAO PAULO;123904.77;39.56;184717.15;214225.0;14156.2;7.66;61.06;ANALISAR_MELHOR;BAIXO
 8787711767541 ;AVENIDA ADRIANO BERTOZZI, N. 700, Apto 06, BL 04;JARDIM HELIAN;SAO PAULO;120882.7;39.56;181213.32;210045.0;13794.64;7.61;61.05;ANALISAR_MELHOR;BAIXO
 8787705969782 ;RUA SANTA AMELIA, N. 141, Apto 03, BL 04;JARDIM DO LAGO;SAO PAULO;120882.7;39.56;181213.32;210045.0;13794.64;7.61;61.05;ANALISAR_MELHOR;BAIXO
 8787710723168 ;RUA SANTA AMELIA, N. 190, Apto 34, 3º PAVIMENTO, BL 02;JARDIM DO LAGO;SAO PAULO;126926.84;39.56;188148.99;217151.0;13577.01;7.22;60.98;ANALISAR_MELHOR;BAIXO
 8787708354800 ;RUA SANTA AMELIA, N. 190, Apto 45, BL 4 13º SUBDISTRITO BUTANTÃ;CHACARA BUSSOCABA;SAO PAULO;126926.84;39.56;188148.99;217151.0;13577.01;7.22;60.98;ANALISAR_MELHOR;BAIXO
 8787708816316 ;AVENIDA DOS OURIVES, N. 1103, Apto 07, BL 2 PAV TÉRREO;JARDIM SAO SAVERIO;SAO PAULO;123753.66;41.07;184313.95;210045.0;11159.1;6.05;60.95;ANALISAR_MELHOR;BAIXO
 8787701468932 ;RUA CARMINE MONETTI, N. 1280, Apto 22, 2º PAVIMENTO, BLOCO 02;JARDIM DAS OLIVEIRAS;SAO PAULO;116047.39;39.56;175547.18;202312.0;12432.18;7.08;60.95;ANALISAR_MELHOR;BAIXO
 8555539170316 ;RUA SANTANA DO RIO PRETO, N. 440, Apto 204, 2º PAV BL 02 VAGA 28;VILA COSMOPOLITA;SAO PAULO;137806.28;39.56;200669.78;230579.25;13663.5;6.81;60.91;ANALISAR_MELHOR;BAIXO
 1787701070680 ;RUA TOMOICHI SHIMIZU, N. 420, Apto 304, TORRE 2 VG 20;GUAIANAZES;SAO PAULO;132178.89;37.06;194373.2;226765.0;15968.02;8.22;60.84;ANALISAR_MELHOR;BAIXO
 8787708676816 ;RUA EMILIA PILON, N. 47, Apto 33, PAV 3 BL 2;JARDIM DO LAGO;SAO PAULO;123300.35;39.56;183824.38;210045.0;11575.23;6.3;60.81;ANALISAR_MELHOR;BAIXO
 8787711451749 ;AVENIDA ADRIANO BERTOZZI, N. 700, Apto 05, BL 02 PNE TÉRREO;JARDIM HELIAN;SAO PAULO;129600.0;40.0;191036.0;217151.0;11123.05;5.82;60.78;ANALISAR_MELHOR;BAIXO
 8787710906181 ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 0802,;GUAIANASES;SAO PAULO;126926.84;39.56;187989.99;214381.75;11499.52;6.12;60.78;ANALISAR_MELHOR;BAIXO
 8555538580294 ;RUA KENKITI SHIMOMOTO, N. 1500, Apto 01, BL 04;JARDIM BOA VISTA (ZONA OESTE);SAO PAULO;117860.63;39.56;177505.48;202312.0;10767.63;6.07;60.77;ANALISAR_MELHOR;BAIXO
 8787702759914 ;RUA BENTO SOARES MOTA, N. 65, Apto 85, BL 02;GUAIANAZES;SAO PAULO;129344.49;39.56;190769.04;217307.75;11475.2;6.02;60.76;ANALISAR_MELHOR;BAIXO
 8787705284941 ;RUA JOSE GINES, N. 295, Apto 32, BL 01;JARDIM DAS OLIVEIRAS;SAO PAULO;123904.77;39.56;184477.15;210045.0;11020.38;5.97;60.75;ANALISAR_MELHOR;BAIXO
 8787708206194 ;RUA SANTA AMELIA, N. 190, Apto 22, BL 01;JARDIM DO LAGO;SAO PAULO;123904.77;39.56;184477.15;210045.0;11020.38;5.97;60.75;ANALISAR_MELHOR;BAIXO
 8444417775181 ;RUA JERIBATUBA, N. 471, Apto 41, 4º ANDAR;PARADA XV DE NOVEMBRO;SAO PAULO;141432.76;39.56;204703.38;232617.0;11863.11;5.8;60.72;ANALISAR_MELHOR;BAIXO
 8787708774567 ;RUA AGRIMENSOR SUGAYA, N. 1200, Apto 08, BLOCO 02;COLONIA (ZONA LESTE);SAO PAULO;129948.9;39.56;191412.82;217151.0;10802.75;5.64;60.69;ANALISAR_MELHOR;BAIXO
 8787708517831 ;AVENIDA NORDESTINA, N. 2780, Apto 208, TORRE 02;SÃO MIGUEL PAULISTA;SAO PAULO;128135.66;39.56;189271.51;213963.75;10076.25;5.32;60.63;ANALISAR_MELHOR;BAIXO
 8555534273290 ;AVENIDA ALEXIOS JAFET, N. 595, Apto 41, T 05;DISTRITO DE JARAGUÁ;SAO PAULO;119673.87;39.56;179463.78;202312.0;9103.08;5.07;60.59;ANALISAR_MELHOR;BAIXO
 8787709246181 ;R EMILIA PILON, N. 47, Apto 36, BL 2;JARDIM DO LAGO;SAO PAULO;125718.01;39.56;186435.45;210045.0;9355.82;5.02;60.58;ANALISAR_MELHOR;BAIXO
 8787706716233 ;RUA MARCO GAGLIANO, N. 55, Apto 1501, 29º SUBDISTRITO SANTO AMARO;AMERICANOPOLIS;SAO PAULO;135993.04;39.56;198267.48;222846.25;9526.79;4.81;60.54;ANALISAR_MELHOR;BAIXO
 8787712088460 ;RUA FORTE DA RIBEIRA, N. 250, Apto 01, BL 05;PARQUE SAO LOURENCO;SAO PAULO;132608.32;39.56;194284.99;217151.0;8361.41;4.3;60.44;ANALISAR_MELHOR;BAIXO
 8787712592290 ;RUA CARMEM SILVA, N. 55, Apto 808, TORRE 01;GUAIANASES;SAO PAULO;139015.11;39.56;201675.32;225354.25;8634.03;4.28;60.44;ANALISAR_MELHOR;BAIXO
 8787708774630 ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 31, BLOCO 09;JARDIM RECANTO VERDE;SAO PAULO;121487.11;39.56;181413.08;202155.25;7320.93;4.04;60.39;ANALISAR_MELHOR;BAIXO
 8787714973223 ;RUA GOIATA, N. 232, Apto 502, BL 01;PARADA XV DE NOVEMBRO;SAO PAULO;132970.97;39.56;194598.65;215792.5;7009.35;3.6;60.31;ANALISAR_MELHOR;BAIXO
 8444408086182 ;RUA AMANARI, N. 420, Apto 03, BL04;VILA SANTA TERESINHA;SAO PAULO;138473.13;37.06;201200.98;227287.5;10581.88;5.26;60.31;ANALISAR_MELHOR;BAIXO
 8787707402135 ;RUA KENKITI SHIMOMOTO, N. SN, Apto 45,  BL 01;JARDIM BOA VISTA (ZONA OESTE);SAO PAULO;134179.8;39.56;195982.18;217151.0;6918.8;3.53;60.3;ANALISAR_MELHOR;BAIXO
 8787711042393 ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 47, BL 5;JARDIM GILDA MARIA;SAO PAULO;128740.08;39.56;189699.28;210045.0;6581.57;3.47;60.29;ANALISAR_MELHOR;BAIXO
 8555530641413 ;RUA CATULE, N. 101, Apto 4, PAV TERREO, BL 11;JARDIM SANTA TEREZINHA (ZONA LESTE);SAO PAULO;122895.99;39.56;182943.67;202312.0;6145.17;3.36;60.27;ANALISAR_MELHOR;BAIXO
 8787710068860 ;RUA SALVADOR GIANETTI, N. 498, Apto 02, BL 2 PAVIMENTO TERREO DO SUBCOND 2;GUAIANAZES;SAO PAULO;139015.11;39.56;201450.32;221435.5;5694.19;2.83;60.16;ANALISAR_MELHOR;BAIXO
 8444411641671 ;RUA CORONEL SILVA TELES, N. 244, Apto 63, 6º ANDAR;PARQUE SAO VICENTE;SAO VICENTE;94493.47;44.42;146796.01;119529.0;-34438.75;-23.46;60.15;ANALISAR_MELHOR;BAIXO
 8787709030812 ;AVENIDA NORDESTINA, N. 2780, Apto 806, TORRE 02;SÃO MIGUEL PAULISTA;SAO PAULO;129344.49;39.56;190289.04;208947.75;5203.56;2.73;60.15;ANALISAR_MELHOR;BAIXO
 1444415709680 ;RUA LUIS ALBERTO LEITE MASCARENHAS, N. 39, Apto 402,;PARQUE GUARANI;SAO PAULO;124746.96;37.06;185218.72;207119.0;8052.17;4.35;60.14;ANALISAR_MELHOR;BAIXO
 8787712493526 ;RUA FORTE DA RIBEIRA, N. 250, Apto 26, BL 04;PARQUE SAO LOURENCO;SAO PAULO;130553.32;39.56;191657.59;210045.0;4917.0;2.57;60.11;ANALISAR_MELHOR;BAIXO
 8555538537445 ;RUA NOVENTA E CINCO, N. 275, Apto 22, 2 PAVIMENTO DO BL 1 DISTRITO GUAIANAZE;VILA ROSEIRA II;SAO PAULO;130553.32;39.56;191654.59;209992.75;4877.81;2.55;60.11;ANALISAR_MELHOR;BAIXO
 8444428796371 ;RUA CORREIA RIBEIRO, N. 138, Apto 11, 138 146;JARDIM SOARES;SAO PAULO;126322.42;42.59;186494.21;199699.5;1039.82;0.56;60.1;ANALISAR_MELHOR;BAIXO
 8787709190259 ;AVENIDA NORDESTINA, N. 2780, Apto 1706, TORRE 02;DIST DE SAO MIGUEL P;SAO PAULO;129948.9;39.56;190941.82;208947.75;4648.71;2.43;60.09;ANALISAR_MELHOR;BAIXO
 8555538786844 ;RUA TIBURCIO DE SOUSA, N. 1898, Apto 12, 1º PAVIMENTO - BL 04;ITAIM PAULISTA;SAO PAULO;121478.7;37.06;181412.99;202312.0;7446.25;4.1;60.09;ANALISAR_MELHOR;BAIXO
 8787710437165 ;RUA VICENTE CARDUCHO, N. 249, Apto 142, BL 03;JARDIM REMO;SAO PAULO;139015.11;39.56;201366.32;219972.5;4596.65;2.28;60.06;ANALISAR_MELHOR;BAIXO
 8787713479667 ;RUA ENEAS CAMARGO, N. 388, Apto 14, BL 01;CHACARA MARIA TRINDADE;SAO PAULO;138410.69;39.56;200551.54;217151.0;3034.84;1.51;59.91;ANALISAR_MELHOR;BAIXO
 8787706039690 ;RUA JOSE GINES, N. 295, Apto 46, BL 03 JD DAS OLIVEIRAS;ITAIM PAULISTA;SAO PAULO;132970.97;39.56;194268.65;210045.0;2697.6;1.39;59.88;ANALISAR_MELHOR;BAIXO
 1787700467578 ;RUA PROFESSOR HASEGAWA, N. 798, Apto 24, TORRE B;COLONIA (ZONA LESTE);SAO PAULO;119590.43;37.06;179058.66;196825.75;5063.91;2.83;59.85;ANALISAR_MELHOR;BAIXO
 8787707948260 ;RUA PORTO DE PALOS, N. 31, Apto 138, TORRE A;VILA ZAT;SAO PAULO;132970.97;39.56;194208.65;209000.0;1913.65;0.99;59.8;ANALISAR_MELHOR;BAIXO
 8787709806349 ;RUA CARMEM SILVA, N. 55, Apto 1405, 13 PAV TR 02 VAGA DE GARAGEM N. 87;VILA COSMOPOLITA;SAO PAULO;146340.78;38.77;209668.04;226765.0;2967.4;1.42;59.79;ANALISAR_MELHOR;BAIXO
