id_imovel;endereco;bairro;cidade;valor_minimo_leilao;desconto_percentual;investimento_total_6m;cenario_preco_venda;cenario_lucro_liquido;cenario_roi_percentual;score_geral;recomendacao;nivel_risco
 8787708997213 ;AVENIDA NORDESTINA, N. 2780, Apto 101, TR 1;JARDIM AURORA (ZONA LESTE);SAO PAULO;123904.77;39.56;182848.15;217174.75;18101.7;9.9;61.45;ANALISAR_MELHOR;BAIXO
 8787708775466 ;RUA BARAO CARLOS DE SOUSA ANHUMAS, N. 380, Apto 43, BL 09;JARDIM RECANTO VERDE;SAO PAULO;140828.35;39.56;202181.62;238910.75;19035.32;9.41;61.37;ANALISAR_MELHOR;BAIXO
 8787710345333 ;RUA HIROVO KAMINOBO, N. 980, Apto 77, BL02;GUAIANAZES;SAO PAULO;146646.93;38.77;208918.69;248235.0;20758.88;9.94;61.36;ANALISAR_MELHOR;BAIXO
 8787711355774 ;RUA JUA MIRIM, N. 350, Apto 1306, TORRE A;GUAIANAZES;SAO PAULO;126322.42;39.56;185507.21;218162.75;16630.9;8.97;61.29;ANALISAR_MELHOR;BAIXO
 8444411641671 ;RUA CORONEL SILVA TELES, N. 244, Apto 63, 6º ANDAR;PARQUE SAO VICENTE;SAO VICENTE;94493.47;44.42;145716.01;119529.0;-33358.75;-22.89;61.2;ANALISAR_MELHOR;BAIXO
 8787714396765 ;RUA SALVADOR GIANETTI, N. 201, Apto 506, TORRE 06;GUAIANAZES;SAO PAULO;122333.29;39.56;180862.95;211246.75;15052.64;8.32;61.17;ANALISAR_MELHOR;BAIXO
 8444420917293 ;RUA MUCUREPE, N. 241, Apto 54, 3º PAV;VILA MATILDE;SAO PAULO;139715.22;41.05;202848.44;231784.8;12774.88;6.3;61.0;ANALISAR_MELHOR;BAIXO
 8787714206605 ;AV NAGIB FARAH MALUF, N. 2100, Apto 1113, TR 03;CONJUNTO RESIDENCIAL JOSE BONIFACIO;SAO PAULO;142037.17;39.56;202527.15;233348.5;14297.37;7.06;60.95;ANALISAR_MELHOR;BAIXO
 8787714966979 ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 705, 07 PAVIMENTO TORRE 03;JARDIM FANGANIELLO;SAO PAULO;123904.77;39.56;182467.15;209332.5;12159.59;6.66;60.88;ANALISAR_MELHOR;BAIXO
 8787708848552 ;AVENIDA NORDESTINA, N. 2780, Apto 1501, TORRE 01;SÃO MIGUEL PAULISTA;SAO PAULO;130553.32;39.56;190028.59;217174.75;11998.33;6.31;60.81;ANALISAR_MELHOR;BAIXO
 8787709097933 ;RUA AURORA DO TOCANTINS, N. 237, Apto A05, PAV -1, TORRE 1;JARDIM DA LARANJEIRA (ZONA LESTE);SAO PAULO;116047.39;39.56;177575.18;202534.3;10886.0;6.13;60.78;ANALISAR_MELHOR;BAIXO
 8787715082780 ;RUA JUA MIRIM, N. 385, Apto 1611, PAV 16 TR A;JARDIM PEDRA BRANCA;SAO PAULO;118237.94;39.56;175893.98;200008.25;10296.71;5.85;60.73;ANALISAR_MELHOR;BAIXO
 8787711612963 ;AVENIDA PIRES DO RIO, N. 4711, Apto 805, TORRE C;VILA TAQUARI;SAO PAULO;140828.35;39.56;201686.62;228722.0;11315.25;5.61;60.69;ANALISAR_MELHOR;BAIXO
 8787709187061 ;RUA DAS ESTRELAS, N. 998, Apto 801, TORRE A, NO DISTRITO DE ITAQUERA;CIDADE SATELITE SANTA BARBARA;SAO PAULO;132970.97;39.56;192657.65;217545.25;10059.66;5.22;60.61;ANALISAR_MELHOR;BAIXO
 1787701665870 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 810, TR. B, QD 9.;TAIPAS;SAO PAULO;116443.31;37.06;173898.78;198835.0;11055.2;6.36;60.51;ANALISAR_MELHOR;BAIXO
 8787708367473 ;AVENIDA NORDESTINA, N. 2780, Apto 106, 1º ANDAR, TORRE 1;JARDIM AURORA (ZONA LESTE);SAO PAULO;135993.04;39.56;196005.48;219274.25;8595.46;4.39;60.46;ANALISAR_MELHOR;BAIXO
 8444407987313 ;RUA DOS PEDREIROS (ANTIGA AV TRES-C ), N. 79, Apto 44-A,;GUAIANASES;SAO PAULO;91570.92;38.96;147029.6;156598.0;146.64;0.1;60.45;ANALISAR_MELHOR;BAIXO
 8787709391360 ;RUA AURORA DO TOCANTINS, N. 311, Apto 14, TORRE 02;JARDIM DA LARANJEIRA (ZONA LESTE);SAO PAULO;120600.0;40.0;182492.0;202534.3;6706.7;3.68;60.38;ANALISAR_MELHOR;BAIXO
 8787712439645 ;RUA DAS ESTRELAS, N. 998, Apto 1209, TORRE B ITAQUERA;CIDADE SATELITE SANTA BARBARA;SAO PAULO;139015.11;39.56;199185.32;217545.25;4511.14;2.26;60.05;ANALISAR_MELHOR;BAIXO
 1787701166822 ;AVENIDA SAO MIGUEL, N. 8184, Apto 1315,;VILA NORMA;SAO PAULO;132178.89;37.06;191586.2;213099.25;7418.03;3.87;60.05;ANALISAR_MELHOR;BAIXO
 8787714057731 ;AVENIDA SAO MIGUEL, N. 8184, Apto 05, TERREO;VILA NORMA;SAO PAULO;139619.52;39.56;199835.09;217483.5;3909.49;1.96;60.0;ANALISAR_MELHOR;BAIXO
 8787709278598 ;RUA VICTORIO SANTIM, N. 2776, Apto 106, TORRE B PAV 01;VILA CARMOSINA;SAO PAULO;127768.58;39.56;186295.07;202231.25;3231.96;1.73;59.95;ANALISAR_MELHOR;BAIXO
 8787713741515 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 710, TORRA A;TAIPAS;SAO PAULO;126599.33;39.56;184957.28;200687.5;3135.62;1.7;59.94;ANALISAR_MELHOR;BAIXO
 8787714018361 ;RUA JUA MIRIM, N. 385, Apto 07, TORRE A;JARDIM PEDRA BRANCA;SAO PAULO;129948.9;39.56;188649.82;202231.25;1230.43;0.65;59.74;ANALISAR_MELHOR;BAIXO
 8787712797266 ;AVENIDA SAO MIGUEL, N. 8184, Apto 204,;VILA NORMA;SAO PAULO;140223.93;39.56;200274.85;213099.25;32.68;0.02;59.61;ANALISAR_MELHOR;BAIXO
 8444408711532 ;RUA EPONINA, N. 80, Apto 26,;AVIACAO;PRAIA GRANDE;147914.48;37.06;213008.49;266950.0;32235.83;15.13;59.52;ANALISAR_MELHOR;BAIXO
 8787709466211 ;RUA DAS ESTRELAS, N. 998, Apto 1108, TORRE A;CIDADE SATELITE SANTA BARBARA;SAO PAULO;146953.08;38.77;207836.32;219150.75;-1834.62;-0.88;59.35;ANALISAR_MELHOR;BAIXO
 1444408442797 ;RUA CAMINHO DOS BARREIROS, N. 186, Apto 05, PAV T;ESPLANADA DOS BARREIROS;SAO VICENTE;147914.48;37.06;207578.49;168007.5;-49651.44;-23.92;59.11;ANALISAR_MELHOR;BAIXO
 8444424017700 ;RUA GOYTACAZES, N. 387, Apto 03,;PARQUE SAO VICENTE;SAO VICENTE;130553.32;39.56;187358.06;144580.5;-51452.39;-27.46;58.44;ANALISAR_MELHOR;BAIXO
 8787702447599 ;AVENIDA DOUTOR JOSE MANIERO, N. 85, Apto 32, PV 3 TER 10;JARAGUA;SAO PAULO;125113.59;39.56;185878.68;182023.8;-14776.31;-7.95;58.09;ANALISAR_MELHOR;BAIXO
 8444415604428 ;AVENIDA CARLOS ALBERTO PERRONE, N. 647, Apto 104,;MARACANA;PRAIA GRANDE;125884.66;37.06;185899.58;211897.5;11291.46;6.07;57.96;ANALISAR_MELHOR;BAIXO
 8444428117911 ;RUA AFONSO DESCRAGNOLLE TAUNAY, N. 1847, Apto 01,;ESMERALDA;PRAIA GRANDE;139015.11;39.56;200606.17;222300.0;7102.45;3.54;57.8;ANALISAR_MELHOR;BAIXO
 8787714858564 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 1208, TORRE A QD 09 VILA INÊS BAIRRO DE TAIP;PERUS;SAO PAULO;146953.08;38.77;206912.32;200131.75;-18788.48;-9.08;57.77;ANALISAR_MELHOR;BAIXO
 8444433181002 ;AVENIDA MILTON DE OLIVEIRA, N. 982, Apto 03, PAV SUP, LOT BALNEARIO MELVI;MELVI;PRAIA GRANDE;129948.9;39.56;190137.33;210140.0;6285.13;3.31;57.76;ANALISAR_MELHOR;BAIXO
 8787714129554 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 1412,  TORRE B QD 09 VILA INES;BAIRRO DE TAIPAS;SAO PAULO;149889.23;38.77;210131.37;201119.75;-21078.81;-10.03;57.57;ANALISAR_MELHOR;BAIXO
 1444418327168 ;AVENIDA WILSON DE OLIVEIRA, N. 1004, Apto 01,;MELVI;PRAIA GRANDE;127772.93;37.06;187722.04;208762.5;7237.5;3.86;57.55;ANALISAR_MELHOR;BAIXO
 8444430416661 ;RUA ANTONIO RODRIGUES DOS REIS, N. 377, Apto 506, 5º ANDAR;VILA SONIA;PRAIA GRANDE;135539.73;41.07;196221.51;211755.0;2403.96;1.23;57.54;ANALISAR_MELHOR;BAIXO
 8787719003184 ;RUA GOIATA, N. 232, Apto 807, TORRE 2;DISTRITO DE ITAQUERA;SAO PAULO;139015.11;39.56;200226.32;188328.0;-23198.0;-11.59;57.34;ANALISAR_MELHOR;BAIXO
 8787711992693 ;RUA SALVADOR GIANETTI, N. 201, Apto 11, 1º PAV, TORRE 4;GUAIANAZES;SAO PAULO;111816.5;39.56;166609.82;151658.0;-24051.3;-14.44;56.72;ANALISAR_MELHOR;BAIXO
 8787707759548 ;RUA NEBULOSAS, N. 680, Apto 703,;ITAQUERA;SAO PAULO;140828.35;39.56;201833.62;182992.8;-29820.39;-14.77;56.65;ANALISAR_MELHOR;BAIXO
 8787709317534 ;RUA 17 DE JANEIRO, N. 1055, Apto 609, BL B;PARAISO DO MORUMBI;SAO PAULO;108363.85;33.11;162814.96;150299.5;-21533.43;-13.23;56.18;ANALISAR_MELHOR;BAIXO
 8787711716572 ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 812, TORRE 02;GUAIANAZES;SAO PAULO;128740.08;39.56;185448.28;163205.25;-32035.35;-17.27;56.08;ANALISAR_MELHOR;BAIXO
 8444428512845 ;AVENIDA MILTON DE OLIVEIRA, N. 982, Apto 02, TÉRREO;MELVI;PRAIA GRANDE;128135.66;39.56;186667.15;185915.0;-11907.05;-6.38;55.91;ANALISAR_MELHOR;BAIXO
 8555536386334 ;RUA CUSTODIO PAIVA, N. 205, Apto 01, BL 07;DIST DE GUAIANASES;SAO PAULO;111816.5;39.56;169447.82;147136.0;-31139.98;-18.38;55.81;ANALISAR_MELHOR;BAIXO
 8787710856095 ;RUA VICTORIO SANTIM, N. 2115, Apto 17,;ITAQUERA;SAO PAULO;141432.76;39.56;201769.38;172094.4;-40000.64;-19.82;55.47;ANALISAR_MELHOR;BAIXO
 8555538786844 ;RUA TIBURCIO DE SOUSA, N. 1898, Apto 12, 1º PAVIMENTO - BL 04;ITAIM PAULISTA;SAO PAULO;121478.7;37.06;180092.99;154492.8;-34869.76;-19.36;55.27;ANALISAR_MELHOR;BAIXO
 8787711530320 ;RUA VILAR DE FIGOS, N. 11, Apto 706,;VILA NOVA DAS BELEZAS;SAO PAULO;123904.77;39.56;179620.15;150731.75;-37932.3;-21.12;55.14;ANALISAR_MELHOR;BAIXO
 8787710906181 ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 0802,;GUAIANASES;SAO PAULO;126926.84;39.56;186459.99;155914.0;-39900.83;-21.4;55.07;ANALISAR_MELHOR;BAIXO
 8787706039690 ;RUA JOSE GINES, N. 295, Apto 46, BL 03 JD DAS OLIVEIRAS;ITAIM PAULISTA;SAO PAULO;132970.97;39.56;192948.65;160398.0;-42174.53;-21.86;54.95;ANALISAR_MELHOR;BAIXO
 8787712592290 ;RUA CARMEM SILVA, N. 55, Apto 808, TORRE 01;GUAIANASES;SAO PAULO;139015.11;39.56;200145.32;163894.0;-46084.96;-23.03;54.65;ANALISAR_MELHOR;BAIXO
 8787713913022 ;RUA INDAIA GRANDE, N. 115, Apto 1812, TORRE A;VILA MATILDE;SAO PAULO;142037.17;39.56;201105.15;161785.0;-49027.25;-24.38;54.3;ANALISAR_MELHOR;BAIXO
 8787710810281 ;RUA FAUSTOLO, N. 974, Apto 809, HIS-2;AGUA BRANCA;SAO PAULO;139200.0;40.0;196208.0;152152.0;-53185.12;-27.11;53.6;ANALISAR_MELHOR;BAIXO
 8787712367776 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 712, BL A;JARAGUA;SAO PAULO;114838.57;39.56;170926.66;130752.3;-48019.5;-28.09;53.26;ANALISAR_MELHOR;BAIXO
 8787708918569 ;RUA 17 DE JANEIRO, N. 185, Apto 608, TORRE B;PARAISO DO MORUMBI;SAO PAULO;140768.8;41.84;197710.3;148200.0;-58402.3;-29.54;53.12;ANALISAR_MELHOR;BAIXO
 8787712582820 ;RUA INDAIA GRANDE, N. 115, Apto 210, 2 PAVIMENTO TORRE B 38 SUBDISTRITO;FAZENDA ARICANDUVA;SAO PAULO;134784.21;39.56;193052.95;146094.8;-55723.84;-28.86;53.04;ANALISAR_MELHOR;BAIXO
 8787713456489 ;RUA OSORIO FRANCO VILHENA, N. 1260, Apto 605, TR A;VILA NOVA CURUCA;SAO PAULO;130114.71;47.96;187580.89;130034.1;-65348.83;-34.84;52.66;ANALISAR_MELHOR;BAIXO
 8787712041447 ;RUA OSORIO FRANCO VILHENA, N. 1193, Apto 502,;VILA NOVA CURUCA;SAO PAULO;124848.12;39.56;181832.97;129236.1;-60351.03;-33.19;52.66;ANALISAR_MELHOR;BAIXO
 8787711843892 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 312, TORRE B;JARAGUA;SAO PAULO;120882.7;39.56;177394.32;129954.3;-55237.27;-31.14;52.66;ANALISAR_MELHOR;BAIXO
 8787715418762 ;RUA OSORIO FRANCO VILHENA, N. 1260, Apto 1601, TORRE A;VILA NOVA CURUCA;SAO PAULO;126926.84;39.56;184098.99;129515.4;-62354.52;-33.87;52.66;ANALISAR_MELHOR;BAIXO
 8787714072234 ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 1003, PAV 10, TORRE A;JARAGUA;SAO PAULO;141432.76;39.56;199567.38;129675.0;-77672.88;-38.92;52.66;ANALISAR_MELHOR;BAIXO
 8787713758060 ;RUA OSORIO FRANCO VILHENA, N. 1193, Apto 1303, GL U DIST DE SÃO MIGUEL PAULISTA;VILA CURUCA;SAO PAULO;125718.01;39.56;182799.45;129595.2;-60979.96;-33.36;52.66;ANALISAR_MELHOR;BAIXO
 8444432386077 ;RUA PINHEIRO PRETO, N. 206, Apto 33,;ITAQUERA;SAO PAULO;113025.32;39.56;167006.35;110032.8;-63575.51;-38.07;52.66;ANALISAR_MELHOR;BAIXO
 8787707110258 ;AVENIDA CANGAIBA, N. 3734, Apto 301, 3 PAVIMENTO DA TORRE B;CANGAIBA;SAO PAULO;135993.04;39.56;194310.48;139444.8;-63232.37;-32.54;52.66;ANALISAR_MELHOR;BAIXO
 8787710068135 ;AVENIDA PROFESSOR MIGUEL FRANCHINI NETO, N. 186, Apto 309, TR 01;LOTEAMENTO CITY JARAGUA;SAO PAULO;145728.47;38.77;205988.74;153375.6;-61815.68;-30.01;52.66;ANALISAR_MELHOR;BAIXO
